Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K)
357.0     ,0.1969      ,0.0707         ,59.2629        ,599.4524  ,301.83    
358.0     ,0.1971      ,0.0709         ,59.3178        ,599.7302  ,301.83    
359.0     ,0.1973      ,0.0710         ,59.3727        ,600.0080  ,301.84    
360.0     ,0.1974      ,0.0711         ,59.4276        ,600.2858  ,301.84    
361.0     ,0.1976      ,0.0713         ,59.4826        ,600.5636  ,301.85    
362.0     ,0.1978      ,0.0714         ,59.5376        ,600.8414  ,301.85    
363.0     ,0.1980      ,0.0715         ,59.5926        ,601.1192  ,301.86    
364.0     ,0.1982      ,0.0716         ,59.6476        ,601.3970  ,301.86    
365.0     ,0.1984      ,0.0718         ,59.7026        ,601.6748  ,301.86    
366.0     ,0.1985      ,0.0719         ,59.7577        ,601.9526  ,301.87    
367.0     ,0.1987      ,0.0720         ,59.8128        ,602.2304  ,301.87    
368.0     ,0.1989      ,0.0722         ,59.8680        ,602.5082  ,301.88    
369.0     ,0.1991      ,0.0723         ,59.9231        ,602.7860  ,301.88    
370.0     ,0.1993      ,0.0724         ,59.9783        ,603.0638  ,301.89    
371.0     ,0.1995      ,0.0725         ,60.0335        ,603.3416  ,301.89    
372.0     ,0.1996      ,0.0727         ,60.0887        ,603.6194  ,301.90    
373.0     ,0.1998      ,0.0728         ,60.1440        ,603.8972  ,301.90    
374.0     ,0.2000      ,0.0729         ,60.1993        ,604.1750  ,301.91    
375.0     ,0.2002      ,0.0731         ,60.2546        ,604.4528  ,301.91    
376.0     ,0.2004      ,0.0732         ,60.3099        ,604.7306  ,301.92    
377.0     ,0.2006      ,0.0733         ,60.3653        ,605.0084  ,301.92    
378.0     ,0.2008      ,0.0735         ,60.4206        ,605.2862  ,301.93    
379.0     ,0.2009      ,0.0736         ,60.4760        ,605.5640  ,301.93    
380.0     ,0.2011      ,0.0737         ,60.5315        ,605.8418  ,301.94    
381.0     ,0.2013      ,0.0738         ,60.5869        ,606.1196  ,301.94    
382.0     ,0.2015      ,0.0740         ,60.6424        ,606.3974  ,301.95    
383.0     ,0.2017      ,0.0741         ,60.6979        ,606.6752  ,301.95    
384.0     ,0.2019      ,0.0742         ,60.7535        ,606.9530  ,301.96    
385.0     ,0.2020      ,0.0744         ,60.8090        ,607.2308  ,301.96    
386.0     ,0.2022      ,0.0745         ,60.8646        ,607.5086  ,301.97    
387.0     ,0.2024      ,0.0746         ,60.9202        ,607.7864  ,301.97    
388.0     ,0.2026      ,0.0747         ,60.9759        ,608.0642  ,301.98    
389.0     ,0.2028      ,0.0749         ,61.0315        ,608.3420  ,301.98    
390.0     ,0.2030      ,0.0750         ,61.0872        ,608.6198  ,301.99    
391.0     ,0.2032      ,0.0751         ,61.1429        ,608.8976  ,301.99    
392.0     ,0.2033      ,0.0753         ,61.1987        ,609.1754  ,302.00    
393.0     ,0.2035      ,0.0754         ,61.2544        ,609.4532  ,302.00    
394.0     ,0.2037      ,0.0755         ,61.3102        ,609.7310  ,302.00    
395.0     ,0.2039      ,0.0756         ,61.3660        ,610.0088  ,302.01    
396.0     ,0.2041      ,0.0758         ,61.4219        ,610.2866  ,302.01    
397.0     ,0.2043      ,0.0759         ,61.4777        ,610.5644  ,302.02    
398.0     ,0.2045      ,0.0760         ,61.5336        ,610.8422  ,302.02    
399.0     ,0.2046      ,0.0762         ,61.5895        ,611.1200  ,302.03    
400.0     ,0.2048      ,0.0763         ,61.6455        ,611.3978  ,302.03    
401.0     ,0.2050      ,0.0764         ,61.7014        ,611.6756  ,302.04    
402.0     ,0.2052      ,0.0765         ,61.7574        ,611.9534  ,302.04    
403.0     ,0.2054      ,0.0767         ,61.8134        ,612.2312  ,302.05    
404.0     ,0.2056      ,0.0768         ,61.8695        ,612.5090  ,302.05    
405.0     ,0.2058      ,0.0769         ,61.9255        ,612.7868  ,302.06    
406.0     ,0.2059      ,0.0771         ,61.9816        ,613.0646  ,302.06    
407.0     ,0.2061      ,0.0772         ,62.0378        ,613.3424  ,302.07    
408.0     ,0.2063      ,0.0773         ,62.0939        ,613.6202  ,302.07    
409.0     ,0.2065      ,0.0774         ,62.1501        ,613.8980  ,302.08    
410.0     ,0.2067      ,0.0776         ,62.2063        ,614.1758  ,302.08    
411.0     ,0.2069      ,0.0777         ,62.2625        ,614.4536  ,302.09    
412.0     ,0.2071      ,0.0778         ,62.3187        ,614.7314  ,302.09    
413.0     ,0.2073      ,0.0780         ,62.3750        ,615.0092  ,302.10    
414.0     ,0.2074      ,0.0781         ,62.4313        ,615.2870  ,302.10    
415.0     ,0.2076      ,0.0782         ,62.4876        ,615.5648  ,302.11    
416.0     ,0.2078      ,0.0783         ,62.5439        ,615.8426  ,302.11    
417.0     ,0.2080      ,0.0785         ,62.6003        ,616.1204  ,302.11    
418.0     ,0.2082      ,0.0786         ,62.6567        ,616.3982  ,302.12    
419.0     ,0.2084      ,0.0787         ,62.7131        ,616.6760  ,302.12    
420.0     ,0.2086      ,0.0789         ,62.7696        ,616.9538  ,302.13    
421.0     ,0.2088      ,0.0790         ,62.8261        ,617.2316  ,302.13    
422.0     ,0.2089      ,0.0791         ,62.8826        ,617.5094  ,302.14    
423.0     ,0.2091      ,0.0792         ,62.9391        ,617.7872  ,302.14    
424.0     ,0.2093      ,0.0794         ,62.9956        ,618.0650  ,302.15    
425.0     ,0.2095      ,0.0795         ,63.0522        ,618.3428  ,302.15    
426.0     ,0.2097      ,0.0796         ,63.1088        ,618.6206  ,302.16    
427.0     ,0.2099      ,0.0798         ,63.1654        ,618.8984  ,302.16    
428.0     ,0.2101      ,0.0799         ,63.2221        ,619.1762  ,302.17    
429.0     ,0.2103      ,0.0800         ,63.2787        ,619.4540  ,302.17    
430.0     ,0.2104      ,0.0801         ,63.3354        ,619.7318  ,302.18    
431.0     ,0.2106      ,0.0803         ,63.3922        ,620.0096  ,302.18    
432.0     ,0.2108      ,0.0804         ,63.4489        ,620.2874  ,302.19    
433.0     ,0.2110      ,0.0805         ,63.5057        ,620.5652  ,302.19    
434.0     ,0.2112      ,0.0807         ,63.5625        ,620.8430  ,302.19    
435.0     ,0.2114      ,0.0808         ,63.6193        ,621.1208  ,302.20    
436.0     ,0.2116      ,0.0809         ,63.6762        ,621.3986  ,302.20    
437.0     ,0.2118      ,0.0810         ,63.7330        ,621.6764  ,302.21    
438.0     ,0.2120      ,0.0812         ,63.7899        ,621.9542  ,302.21    
439.0     ,0.2121      ,0.0813         ,63.8469        ,622.2320  ,302.22    
440.0     ,0.2123      ,0.0814         ,63.9038        ,622.5098  ,302.22    
441.0     ,0.2125      ,0.0816         ,63.9608        ,622.7876  ,302.23    
442.0     ,0.2127      ,0.0817         ,64.0178        ,623.0654  ,302.23    
443.0     ,0.2129      ,0.0818         ,64.0748        ,623.3432  ,302.24    
444.0     ,0.2131      ,0.0820         ,64.1319        ,623.6210  ,302.24    
445.0     ,0.2133      ,0.0821         ,64.1890        ,623.8988  ,302.25    
446.0     ,0.2135      ,0.0822         ,64.2461        ,624.1766  ,302.25    
447.0     ,0.2137      ,0.0823         ,64.3032        ,624.4544  ,302.26    
448.0     ,0.2139      ,0.0825         ,64.3604        ,624.7322  ,302.26    
449.0     ,0.2140      ,0.0826         ,64.4175        ,625.0100  ,302.27    
450.0     ,0.2142      ,0.0827         ,64.4748        ,625.2878  ,302.27    
451.0     ,0.2144      ,0.0829         ,64.5320        ,625.5656  ,302.27    
452.0     ,0.2146      ,0.0830         ,64.5892        ,625.8434  ,302.28    
453.0     ,0.2148      ,0.0831         ,64.6465        ,626.1212  ,302.28    
454.0     ,0.2150      ,0.0832         ,64.7038        ,626.3990  ,302.29    
455.0     ,0.2152      ,0.0834         ,64.7612        ,626.6768  ,302.29    
456.0     ,0.2154      ,0.0835         ,64.8185        ,626.9546  ,302.30    
457.0     ,0.2156      ,0.0836         ,64.8759        ,627.2324  ,302.30    
458.0     ,0.2158      ,0.0838         ,64.9333        ,627.5102  ,302.31    
459.0     ,0.2160      ,0.0839         ,64.9907        ,627.7880  ,302.31    
460.0     ,0.2161      ,0.0840         ,65.0482        ,628.0658  ,302.32    
461.0     ,0.2163      ,0.0841         ,65.1057        ,628.3436  ,302.32    
462.0     ,0.2165      ,0.0843         ,65.1632        ,628.6214  ,302.33    
463.0     ,0.2167      ,0.0844         ,65.2207        ,628.8992  ,302.33    
464.0     ,0.2169      ,0.0845         ,65.2783        ,629.1770  ,302.34    
465.0     ,0.2171      ,0.0847         ,65.3359        ,629.4548  ,302.34    
466.0     ,0.2173      ,0.0848         ,65.3935        ,629.7326  ,302.34    
467.0     ,0.2175      ,0.0849         ,65.4511        ,630.0104  ,302.35    
468.0     ,0.2177      ,0.0850         ,65.5088        ,630.2882  ,302.35    
469.0     ,0.2179      ,0.0852         ,65.5665        ,630.5660  ,302.36    
470.0     ,0.2181      ,0.0853         ,65.6242        ,630.8438  ,302.36    
471.0     ,0.2183      ,0.0854         ,65.6819        ,631.1216  ,302.37    
472.0     ,0.2184      ,0.0856         ,65.7397        ,631.3994  ,302.37    
473.0     ,0.2186      ,0.0857         ,65.7975        ,631.6772  ,302.38    
474.0     ,0.2188      ,0.0858         ,65.8553        ,631.9550  ,302.38    
475.0     ,0.2190      ,0.0860         ,65.9131        ,632.2328  ,302.39    
476.0     ,0.2192      ,0.0861         ,65.9710        ,632.5106  ,302.39    
477.0     ,0.2194      ,0.0862         ,66.0289        ,632.7884  ,302.39    
478.0     ,0.2196      ,0.0863         ,66.0868        ,633.0662  ,302.40    
479.0     ,0.2198      ,0.0865         ,66.1447        ,633.3440  ,302.40    
480.0     ,0.2200      ,0.0866         ,66.2027        ,633.6218  ,302.41    
481.0     ,0.2202      ,0.0867         ,66.2607        ,633.8996  ,302.41    
482.0     ,0.2204      ,0.0869         ,66.3187        ,634.1774  ,302.42    
483.0     ,0.2206      ,0.0870         ,66.3768        ,634.4552  ,302.42    
484.0     ,0.2208      ,0.0871         ,66.4348        ,634.7330  ,302.43    
485.0     ,0.2209      ,0.0872         ,66.4929        ,635.0108  ,302.43    
486.0     ,0.2211      ,0.0874         ,66.5510        ,635.2886  ,302.44    
487.0     ,0.2213      ,0.0875         ,66.6092        ,635.5664  ,302.44    
488.0     ,0.2215      ,0.0876         ,66.6673        ,635.8442  ,302.45    
489.0     ,0.2217      ,0.0878         ,66.7255        ,636.1220  ,302.45    
490.0     ,0.2219      ,0.0879         ,66.7838        ,636.3998  ,302.45    
491.0     ,0.2221      ,0.0880         ,66.8420        ,636.6776  ,302.46    
492.0     ,0.2223      ,0.0882         ,66.9003        ,636.9554  ,302.46    
493.0     ,0.2225      ,0.0883         ,66.9586        ,637.2332  ,302.47    
494.0     ,0.2227      ,0.0884         ,67.0169        ,637.5110  ,302.47    
495.0     ,0.2229      ,0.0885         ,67.0752        ,637.7888  ,302.48    
496.0     ,0.2231      ,0.0887         ,67.1336        ,638.0666  ,302.48    
497.0     ,0.2233      ,0.0888         ,67.1920        ,638.3444  ,302.49    
498.0     ,0.2235      ,0.0889         ,67.2504        ,638.6222  ,302.49    
499.0     ,0.2237      ,0.0891         ,67.3089        ,638.9000  ,302.50    
500.0     ,0.2239      ,0.0892         ,67.3673        ,639.1778  ,302.50    
501.0     ,0.2241      ,0.0893         ,67.4258        ,639.4556  ,302.50    
502.0     ,0.2242      ,0.0894         ,67.4844        ,639.7334  ,302.51    
503.0     ,0.2244      ,0.0896         ,67.5429        ,640.0112  ,302.51    
504.0     ,0.2246      ,0.0897         ,67.6015        ,640.2890  ,302.52    
505.0     ,0.2248      ,0.0898         ,67.6601        ,640.5668  ,302.52    
506.0     ,0.2250      ,0.0900         ,67.7187        ,640.8446  ,302.53    
507.0     ,0.2252      ,0.0901         ,67.7774        ,641.1224  ,302.53    
508.0     ,0.2254      ,0.0902         ,67.8360        ,641.4002  ,302.54    
509.0     ,0.2256      ,0.0904         ,67.8947        ,641.6780  ,302.54    
510.0     ,0.2258      ,0.0905         ,67.9535        ,641.9558  ,302.55    
511.0     ,0.2260      ,0.0906         ,68.0122        ,642.2336  ,302.55    
512.0     ,0.2262      ,0.0907         ,68.0710        ,642.5114  ,302.55    
513.0     ,0.2264      ,0.0909         ,68.1298        ,642.7892  ,302.56    
514.0     ,0.2266      ,0.0910         ,68.1886        ,643.0670  ,302.56    
515.0     ,0.2268      ,0.0911         ,68.2475        ,643.3448  ,302.57    
516.0     ,0.2270      ,0.0913         ,68.3063        ,643.6226  ,302.57    
517.0     ,0.2272      ,0.0914         ,68.3652        ,643.9004  ,302.58    
518.0     ,0.2274      ,0.0915         ,68.4242        ,644.1782  ,302.58    
519.0     ,0.2276      ,0.0917         ,68.4831        ,644.4560  ,302.59    
520.0     ,0.2278      ,0.0918         ,68.5421        ,644.7338  ,302.59    
521.0     ,0.2280      ,0.0919         ,68.6011        ,645.0116  ,302.59    
522.0     ,0.2282      ,0.0920         ,68.6601        ,645.2894  ,302.60    
523.0     ,0.2284      ,0.0922         ,68.7192        ,645.5672  ,302.60    
524.0     ,0.2286      ,0.0923         ,68.7783        ,645.8450  ,302.61    
525.0     ,0.2287      ,0.0924         ,68.8374        ,646.1228  ,302.61    
526.0     ,0.2289      ,0.0926         ,68.8965        ,646.4006  ,302.62    
527.0     ,0.2291      ,0.0927         ,68.9557        ,646.6784  ,302.62    
528.0     ,0.2293      ,0.0928         ,69.0148        ,646.9562  ,302.63    
529.0     ,0.2295      ,0.0929         ,69.0740        ,647.2340  ,302.63    
530.0     ,0.2297      ,0.0931         ,69.1333        ,647.5118  ,302.63    
531.0     ,0.2299      ,0.0932         ,69.1925        ,647.7896  ,302.64    
532.0     ,0.2301      ,0.0933         ,69.2518        ,648.0674  ,302.64    
533.0     ,0.2303      ,0.0935         ,69.3111        ,648.3452  ,302.65    
534.0     ,0.2305      ,0.0936         ,69.3705        ,648.6230  ,302.65    
535.0     ,0.2307      ,0.0937         ,69.4298        ,648.9008  ,302.66    
536.0     ,0.2309      ,0.0939         ,69.4892        ,649.1786  ,302.66    
537.0     ,0.2311      ,0.0940         ,69.5486        ,649.4564  ,302.67    
538.0     ,0.2313      ,0.0941         ,69.6080        ,649.7342  ,302.67    
539.0     ,0.2315      ,0.0942         ,69.6675        ,650.0120  ,302.67    
540.0     ,0.2317      ,0.0944         ,69.7270        ,650.2898  ,302.68    
541.0     ,0.2319      ,0.0945         ,69.7865        ,650.5676  ,302.68    
542.0     ,0.2321      ,0.0946         ,69.8460        ,650.8454  ,302.69    
543.0     ,0.2323      ,0.0948         ,69.9056        ,651.1232  ,302.69    
544.0     ,0.2325      ,0.0949         ,69.9652        ,651.4010  ,302.70    
545.0     ,0.2327      ,0.0950         ,70.0248        ,651.6788  ,302.70    
546.0     ,0.2329      ,0.0952         ,70.0844        ,651.9566  ,302.71    
547.0     ,0.2331      ,0.0953         ,70.1441        ,652.2344  ,302.71    
548.0     ,0.2333      ,0.0954         ,70.2038        ,652.5122  ,302.71    
549.0     ,0.2335      ,0.0955         ,70.2635        ,652.7900  ,302.72    
550.0     ,0.2337      ,0.0957         ,70.3232        ,653.0678  ,302.72    
551.0     ,0.2339      ,0.0958         ,70.3830        ,653.3456  ,302.73    
552.0     ,0.2341      ,0.0959         ,70.4428        ,653.6234  ,302.73    
553.0     ,0.2343      ,0.0961         ,70.5026        ,653.9012  ,302.74    
554.0     ,0.2345      ,0.0962         ,70.5624        ,654.1790  ,302.74    
555.0     ,0.2347      ,0.0963         ,70.6223        ,654.4568  ,302.75    
556.0     ,0.2349      ,0.0965         ,70.6822        ,654.7346  ,302.75    
557.0     ,0.2351      ,0.0966         ,70.7421        ,655.0124  ,302.75    
558.0     ,0.2353      ,0.0967         ,70.8020        ,655.2902  ,302.76    
559.0     ,0.2355      ,0.0968         ,70.8620        ,655.5680  ,302.76    
560.0     ,0.2357      ,0.0970         ,70.9220        ,655.8458  ,302.77    
561.0     ,0.2359      ,0.0971         ,70.9820        ,656.1236  ,302.77    
562.0     ,0.2361      ,0.0972         ,71.0421        ,656.4014  ,302.78    
563.0     ,0.2363      ,0.0974         ,71.1021        ,656.6792  ,302.78    
564.0     ,0.2365      ,0.0975         ,71.1622        ,656.9570  ,302.78    
565.0     ,0.2367      ,0.0976         ,71.2223        ,657.2348  ,302.79    
566.0     ,0.2369      ,0.0978         ,71.2825        ,657.5126  ,302.79    
567.0     ,0.2371      ,0.0979         ,71.3426        ,657.7904  ,302.80    
568.0     ,0.2373      ,0.0980         ,71.4028        ,658.0682  ,302.80    
569.0     ,0.2375      ,0.0982         ,71.4631        ,658.3460  ,302.81    
570.0     ,0.2377      ,0.0983         ,71.5233        ,658.6238  ,302.81    
571.0     ,0.2379      ,0.0984         ,71.5836        ,658.9016  ,302.81    
572.0     ,0.2381      ,0.0985         ,71.6439        ,659.1794  ,302.82    
573.0     ,0.2383      ,0.0987         ,71.7042        ,659.4572  ,302.82    
574.0     ,0.2385      ,0.0988         ,71.7645        ,659.7350  ,302.83    
575.0     ,0.2387      ,0.0989         ,71.8249        ,660.0128  ,302.83    
